"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene","cell_type"
2.03347292675499e-12,0.649020025742461,0.519,0.224,2.7887047717518e-08,"5","CTSD","FCGR3A Mono"
2.09316687394489e-12,0.957626397302953,0.346,0.129,2.87056905092802e-08,"5","PTPN18","FCGR3A Mono"
2.43555589761569e-12,0.823722405308259,0.741,0.443,3.34012135799016e-08,"5","NDUFA13","FCGR3A Mono"
2.57604073265998e-12,1.0926096933725,0.284,0.096,3.53278226076989e-08,"5","KLF3","FCGR3A Mono"
2.74193484399225e-12,0.777956728012799,0.315,0.11,3.76028944505097e-08,"5","TREX1","FCGR3A Mono"
3.22788141357087e-12,0.586910457068368,0.679,0.333,4.42671657057109e-08,"5","PRDX5","FCGR3A Mono"
3.29512143709418e-12,0.685260880349515,0.438,0.177,4.51892953883096e-08,"5","ACTR2","FCGR3A Mono"
4.09780645608754e-12,0.937569129494961,0.481,0.209,5.61973177387845e-08,"5","CD97","FCGR3A Mono"
4.37313448902125e-12,0.780975322614979,0.346,0.128,5.99731663824375e-08,"5","SH3GLB1","FCGR3A Mono"
5.77386262637055e-12,0.76513092374427,0.457,0.191,7.91827520580457e-08,"5","GLIPR1","FCGR3A Mono"
6.84393429560269e-12,0.899632369311391,0.346,0.129,9.38577149298953e-08,"5","PSMA4","FCGR3A Mono"
7.31769228195873e-12,1.01625968201775,0.302,0.107,1.00354831954782e-07,"5","GNB1","FCGR3A Mono"
8.4348071272985e-12,0.932849713806901,0.463,0.209,1.15674944943772e-07,"5","LAPTM4A","FCGR3A Mono"
8.48088754658102e-12,0.846432653599659,0.364,0.139,1.16306891813812e-07,"5","PARVG","FCGR3A Mono"
1.04387519898272e-11,0.611884724032798,0.562,0.261,1.4315704478849e-07,"5","LAMTOR5","FCGR3A Mono"
1.06605534431039e-11,0.6953742816988,0.438,0.185,1.46198829918727e-07,"5","TGFB1","FCGR3A Mono"
1.30798275180768e-11,0.807533315672512,0.315,0.112,1.79376754582905e-07,"5","GNG2","FCGR3A Mono"
1.44306202602512e-11,0.677970803222561,0.512,0.225,1.97901526249085e-07,"5","DBNL","FCGR3A Mono"
1.54748936400082e-11,0.674271095344094,0.475,0.208,2.12222691379073e-07,"5","LAMTOR2","FCGR3A Mono"
1.57450614399883e-11,1.03325537173169,0.253,0.082,2.15927772587999e-07,"5","TNFRSF1A","FCGR3A Mono"
1.64304104139465e-11,1.06806600773177,0.302,0.11,2.25326648416862e-07,"5","PKN1","FCGR3A Mono"
1.85128938969413e-11,0.915561812242856,0.278,0.095,2.53885826902653e-07,"5","PFKL","FCGR3A Mono"
1.86523923248208e-11,1.11696187112472,0.315,0.111,2.55798908342593e-07,"5","ARPC1A","FCGR3A Mono"
3.15669079962404e-11,0.924577324428243,0.278,0.098,4.32908576260441e-07,"5","POLR3K","FCGR3A Mono"
3.40791048971542e-11,0.426382350934625,0.963,0.824,4.67360844559573e-07,"5","SLC25A6","FCGR3A Mono"
3.5017683083894e-11,0.602489856929679,0.623,0.308,4.80232505812523e-07,"5","EVI2B","FCGR3A Mono"
3.9313060258398e-11,1.18704772441734,0.296,0.107,5.3913930838367e-07,"5","MLX","FCGR3A Mono"
4.19743260604123e-11,0.682116619299921,0.469,0.205,5.75635907592495e-07,"5","WAS","FCGR3A Mono"
4.37966988373225e-11,0.569516016378613,0.611,0.29,6.00627927855041e-07,"5","C20orf24","FCGR3A Mono"
4.91115359178644e-11,0.929770678312481,0.284,0.103,6.73515603577592e-07,"5","UBE2J1","FCGR3A Mono"
5.40763984472411e-11,0.374390264642134,0.481,0.208,7.41603728305465e-07,"5","CEBPD","FCGR3A Mono"
5.55104536991775e-11,0.653893086438952,0.833,0.535,7.6127036203052e-07,"5","BRK1","FCGR3A Mono"
5.83306744405685e-11,0.877863347910437,0.389,0.162,7.99946869277956e-07,"5","SPG21","FCGR3A Mono"
6.14660539164624e-11,0.777160402630512,0.309,0.113,8.42945463410366e-07,"5","MTHFS","FCGR3A Mono"
6.91132112808018e-11,0.645065225980753,0.623,0.305,9.47818579504916e-07,"5","ATP5J2","FCGR3A Mono"
7.02558382748336e-11,1.41694608642064,0.481,0.227,9.63488566101069e-07,"5","RTN4","FCGR3A Mono"
7.14283633026261e-11,0.405408102530976,0.667,0.321,9.79568574332215e-07,"5","CSNK2B","FCGR3A Mono"
7.77716910652154e-11,0.864115960108976,0.37,0.153,1.06656097126836e-06,"5","SHKBP1","FCGR3A Mono"
7.9982315791349e-11,0.838345482572501,0.309,0.115,1.09687747876256e-06,"5","RTN3","FCGR3A Mono"
8.93224103124155e-11,0.543671333296575,0.815,0.481,1.22496753502447e-06,"5","ARL6IP4","FCGR3A Mono"
9.4708422215508e-11,0.793012950861869,0.321,0.121,1.29883130226348e-06,"5","ETFA","FCGR3A Mono"
1.10193980813298e-10,0.989123199229735,0.296,0.111,1.51120025287357e-06,"5","DEDD2","FCGR3A Mono"
1.28369941524002e-10,1.05332970315549,0.414,0.179,1.76046537806017e-06,"5","PPT1","FCGR3A Mono"
1.32174240126759e-10,0.507411224636298,0.549,0.261,1.81263752909837e-06,"5","CNPY3","FCGR3A Mono"
1.3314647683063e-10,0.513128592022237,0.636,0.337,1.82597078325526e-06,"5","COX5A","FCGR3A Mono"
1.40752300465317e-10,0.619502295707031,0.463,0.206,1.93027704858135e-06,"5","FMNL1","FCGR3A Mono"
1.45699811312629e-10,1.02671556769831,0.259,0.091,1.99812721234139e-06,"5","MRPL27","FCGR3A Mono"
1.46806302769641e-10,0.365768122282941,0.944,0.683,2.01330163618285e-06,"5","CD48","FCGR3A Mono"
1.66861286875663e-10,0.869223630309618,0.272,0.097,2.28833568821284e-06,"5","IL10RB","FCGR3A Mono"
1.73033143444652e-10,0.494180772166452,0.42,0.176,2.37297652919996e-06,"5","RILPL2","FCGR3A Mono"
1.76763065725819e-10,0.719080084393682,0.278,0.1,2.42412868336389e-06,"5","TXNDC17","FCGR3A Mono"
1.90042432279022e-10,0.594325531666738,0.648,0.345,2.60624191627451e-06,"5","RAP1B","FCGR3A Mono"
1.93935863451629e-10,0.850719505331514,0.519,0.246,2.65963643137565e-06,"5","WDR1","FCGR3A Mono"
2.00191357468715e-10,1.51105918500557,0.395,0.17,2.74542427632596e-06,"5","IDH2","FCGR3A Mono"
2.15378430143871e-10,0.733376188364737,0.395,0.168,2.95369979099305e-06,"5","C7orf73","FCGR3A Mono"
2.18433718122467e-10,1.07797930023406,0.414,0.178,2.99560001033151e-06,"5","ATP1A1","FCGR3A Mono"
2.33341860154621e-10,0.471422438947823,0.951,0.8,3.20005027016047e-06,"5","PPDPF","FCGR3A Mono"
2.34100507200698e-10,0.840201734962073,0.438,0.2,3.21045435575037e-06,"5","VDAC1","FCGR3A Mono"
2.368708450608e-10,0.724619510208561,0.29,0.105,3.24844676916381e-06,"5","SLIRP","FCGR3A Mono"
2.60956323744503e-10,0.738316505192409,0.679,0.368,3.57875502383211e-06,"5","HCLS1","FCGR3A Mono"
3.03889895741063e-10,0.71071120704032,0.562,0.275,4.16754603019294e-06,"5","CLTA","FCGR3A Mono"
3.27500522874859e-10,0.47203595499257,0.679,0.353,4.49134217070581e-06,"5","ATP6V1F","FCGR3A Mono"
4.86420812508429e-10,1.26367545518189,0.333,0.133,6.67077502274059e-06,"5","PMVK","FCGR3A Mono"
5.0706728405115e-10,0.597669917463092,0.426,0.185,6.95392073347747e-06,"5","IDH3G","FCGR3A Mono"
5.30102156013878e-10,0.575700267972721,0.426,0.181,7.26982096757432e-06,"5","WASF2","FCGR3A Mono"
5.75342558314986e-10,0.972890973314246,0.265,0.098,7.89024784473172e-06,"5","MSRB1","FCGR3A Mono"
5.98295361931762e-10,1.03734692667598,0.562,0.288,8.20502259353219e-06,"5","PRDX1","FCGR3A Mono"
6.38358059574386e-10,0.638268683757574,0.389,0.161,8.75444242900313e-06,"5","PSMC3","FCGR3A Mono"
6.87424492392166e-10,0.699035292324311,0.364,0.148,9.42733948866617e-06,"5","C7orf50","FCGR3A Mono"
7.00601677571288e-10,0.868906524475973,0.543,0.265,9.60805140621265e-06,"5","RAB5C","FCGR3A Mono"
7.11061668504506e-10,0.773062467312331,0.302,0.116,9.7514997218708e-06,"5","TMEM134","FCGR3A Mono"
7.43430658190347e-10,1.01710242130944,0.321,0.129,1.01954080464224e-05,"5","PLSCR1","FCGR3A Mono"
8.36225973919192e-10,0.668255426751286,0.457,0.21,1.14680030063278e-05,"5","EIF6","FCGR3A Mono"
9.63647628952465e-10,1.63749767356909,0.302,0.12,1.32154635834541e-05,"5","GCA","FCGR3A Mono"
1.00717584331709e-09,0.524047925471603,0.759,0.467,1.38124095152505e-05,"5","PRR13","FCGR3A Mono"
1.01563106750344e-09,0.459112550796327,0.981,0.795,1.39283644597421e-05,"5","CORO1A","FCGR3A Mono"
1.15050781941326e-09,0.660129279871659,0.481,0.221,1.57780642354335e-05,"5","PGAM1","FCGR3A Mono"
1.66037384930519e-09,0.815322103168279,0.272,0.101,2.27703669693714e-05,"5","PLIN2","FCGR3A Mono"
1.69197392143736e-09,0.741443582587785,0.377,0.163,2.32037303585919e-05,"5","ERP44","FCGR3A Mono"
1.92131957080995e-09,0.817807646133847,0.37,0.162,2.63489765940876e-05,"5","NMI","FCGR3A Mono"
3.11310761624939e-09,0.525077644296835,0.253,0.092,4.26931578492441e-05,"5","CTNNBL1","FCGR3A Mono"
3.19554788832474e-09,0.452461388815011,0.765,0.426,4.38237437404855e-05,"5","C11orf31","FCGR3A Mono"
3.36403300986409e-09,0.774886054432207,0.401,0.181,4.61343486972762e-05,"5","SERPINB6","FCGR3A Mono"
3.37646995834754e-09,0.639181805245044,0.358,0.152,4.63049090087781e-05,"5","ZFAND6","FCGR3A Mono"
3.74837755170871e-09,0.619653120958221,0.451,0.207,5.14052497441332e-05,"5","TNFRSF14","FCGR3A Mono"
3.83245811622705e-09,0.486849002819897,0.574,0.3,5.25583306059378e-05,"5","CASP4","FCGR3A Mono"
3.91402899200381e-09,1.21366553790449,0.426,0.2,5.36769935963403e-05,"5","NDUFB5","FCGR3A Mono"
4.19357410256617e-09,0.453111865241286,0.352,0.149,5.75106752425924e-05,"5","SMAP2","FCGR3A Mono"
4.23896302054297e-09,0.540552522116832,0.265,0.099,5.81331388637263e-05,"5","TMEM141","FCGR3A Mono"
4.33213688602303e-09,0.822668457304294,0.296,0.12,5.94109252549198e-05,"5","MTPN","FCGR3A Mono"
4.36715122946366e-09,0.558342066204117,0.969,0.907,5.98911119608647e-05,"5","MT-CO2","FCGR3A Mono"
4.43267773863757e-09,0.428813203965509,0.321,0.132,6.07897425076756e-05,"5","NCOA4","FCGR3A Mono"
4.71909049049457e-09,0.587942951796464,0.432,0.197,6.47176069866425e-05,"5","LSM10","FCGR3A Mono"
5.05576835232423e-09,0.773518695235571,0.519,0.267,6.93348071837745e-05,"5","ABRACL","FCGR3A Mono"
5.59711985679757e-09,0.936215907664703,0.272,0.105,7.67589017161219e-05,"5","ERICH1","FCGR3A Mono"
5.63238116838946e-09,1.24642583624208,0.364,0.16,7.72424753432931e-05,"5","ZNHIT3","FCGR3A Mono"
5.94341951551939e-09,0.294288104040814,0.358,0.153,8.15080552358329e-05,"5","CORO1B","FCGR3A Mono"
6.17004539569474e-09,0.58853745766798,0.574,0.294,8.46160025565576e-05,"5","ATP5C1","FCGR3A Mono"
6.35453791521621e-09,1.16030163386246,0.253,0.098,8.71461329692752e-05,"5","MIDN","FCGR3A Mono"
6.40304541562344e-09,0.745938170758176,0.309,0.132,8.78113648298598e-05,"5","FAM32A","FCGR3A Mono"
8.08277921028736e-09,0.55133580132835,0.549,0.273,0.000110847234089881,"5","MRPL23","FCGR3A Mono"
8.08406897370208e-09,0.799616291607574,0.272,0.107,0.00011086492190535,"5","CD4","FCGR3A Mono"
8.95747927735375e-09,0.694061034407212,0.716,0.414,0.000122842870809629,"5","ATP5G3","FCGR3A Mono"
9.07371699455147e-09,0.519456568318065,0.617,0.329,0.000124436954863279,"5","WDR83OS","FCGR3A Mono"
9.08911849398270e-09,0.493432550415793,0.346,0.149,0.000124648171026479,"5","MRPL21","FCGR3A Mono"
9.71763825022562e-09,1.34945913687256,0.309,0.129,0.000133267690963594,"5","PRKCB","FCGR3A Mono"
1.12068102902905e-08,0.881033032683858,0.253,0.098,0.000153690196321044,"5","NR4A1","FCGR3A Mono"
1.16235603840997e-08,0.61682990571502,0.309,0.129,0.000159405507107543,"5","NDUFB3","FCGR3A Mono"
1.16340005221657e-08,0.449065192564898,0.444,0.212,0.000159548683160981,"5","RER1","FCGR3A Mono"
1.17785183740179e-08,0.282752853492718,1,0.983,0.000161530600981281,"5","EIF1","FCGR3A Mono"
1.23957268233409e-08,0.671676440269302,0.321,0.135,0.000169994997655297,"5","STX10","FCGR3A Mono"
1.44428619688596e-08,1.00166987611865,0.259,0.101,0.000198069409040941,"5","TIMM8B","FCGR3A Mono"
1.47456086672515e-08,0.626946658931403,0.549,0.276,0.000202221277262687,"5","SELK","FCGR3A Mono"
1.493703864849e-08,0.684794351807451,0.321,0.136,0.000204846548025392,"5","UPP1","FCGR3A Mono"
1.56510989249388e-08,0.509940628249435,0.358,0.155,0.00021463917065661,"5","MIR142","FCGR3A Mono"
1.74129290794443e-08,0.509665212688243,0.852,0.544,0.0002388009093955,"5","PSMA7","FCGR3A Mono"
1.75292560746969e-08,1.07036689895204,0.284,0.114,0.000240396217808393,"5","STX7","FCGR3A Mono"
1.84778574146741e-08,0.510728871257977,0.815,0.507,0.00025340533658484,"5","SLC25A3","FCGR3A Mono"
2.03053908496874e-08,0.685998854149039,0.494,0.253,0.000278468130112613,"5","SRI","FCGR3A Mono"
2.21199293630599e-08,0.756078166007084,0.284,0.116,0.000303352711285004,"5","AOAH","FCGR3A Mono"
2.22218496058267e-08,0.557371518748408,0.377,0.168,0.000304750445494308,"5","PSMB4","FCGR3A Mono"
2.31609479708749e-08,0.514545565393092,0.327,0.14,0.000317629240472578,"5","CTSA","FCGR3A Mono"
2.36655419474825e-08,0.704158485532903,0.34,0.152,0.000324549242267775,"5","TXN2","FCGR3A Mono"
2.42477849075261e-08,0.538268175319442,0.37,0.166,0.000332534122221813,"5","EMC7","FCGR3A Mono"
2.49540605419919e-08,0.873511515465733,0.278,0.116,0.000342219986272877,"5","RAB18","FCGR3A Mono"
2.54169021828816e-08,0.521064401231125,0.543,0.271,0.000348567396536038,"5","UQCRFS1","FCGR3A Mono"
2.69717514940963e-08,0.732460810723108,0.383,0.185,0.000369890599990036,"5","YWHAH","FCGR3A Mono"
2.78175055508872e-08,0.725961180278667,0.278,0.113,0.000381489271124867,"5","UBE2A","FCGR3A Mono"
3.02773762205511e-08,0.790483636386428,0.315,0.137,0.000415223937488638,"5","SFT2D1","FCGR3A Mono"
3.10247222284387e-08,0.264116172290622,0.549,0.272,0.000425473040640808,"5","ARHGDIA","FCGR3A Mono"
3.27398704165155e-08,0.74733721017259,0.259,0.104,0.000448994582892094,"5","MX2","FCGR3A Mono"
3.72872503316621e-08,0.518010419497224,0.37,0.164,0.000511357351048414,"5","POLR2F","FCGR3A Mono"
3.88566574400636e-08,0.57022858808623,0.259,0.105,0.000532880200133032,"5","MTIF3","FCGR3A Mono"
3.88756994769983e-08,0.452358606120998,0.747,0.463,0.000533141342627555,"5","COX6A1","FCGR3A Mono"
3.94012846561802e-08,0.830558551658609,0.364,0.169,0.000540349217774855,"5","SSR3","FCGR3A Mono"
4.15098200227896e-08,0.868487331553547,0.309,0.132,0.000569265671792536,"5","YWHAE","FCGR3A Mono"
4.67344146856854e-08,0.409856509543826,0.586,0.324,0.00064091576299949,"5","DYNLL1","FCGR3A Mono"
4.87573685616103e-08,0.471265265914224,0.284,0.115,0.000668658552453924,"5","ARHGAP4","FCGR3A Mono"
5.06370996755635e-08,0.251416556698114,1,0.993,0.000694437184950677,"5","TMSB10","FCGR3A Mono"
5.27894821239822e-08,0.997283546310091,0.395,0.182,0.000723954957848292,"5","MRPL18","FCGR3A Mono"
5.77399804486386e-08,0.564619044007939,0.537,0.267,0.00079184609187263,"5","SP110","FCGR3A Mono"
6.1671748328027e-08,0.640230403517264,0.457,0.226,0.000845766356570563,"5","ICAM2","FCGR3A Mono"
6.56258128811382e-08,0.624625867417219,0.383,0.178,0.000899992397851929,"5","PPCS","FCGR3A Mono"
6.62778835689643e-08,0.751037589665436,0.346,0.158,0.000908934895264776,"5","SYTL1","FCGR3A Mono"
6.96603428709802e-08,0.410778980382551,0.951,0.739,0.000955321942132622,"5","ATP5E","FCGR3A Mono"
7.76241396088462e-08,0.502791004758697,0.383,0.172,0.00106453745059572,"5","PSMD9","FCGR3A Mono"
7.77366951176038e-08,0.746366465808462,0.321,0.145,0.00106608103684282,"5","LAP3","FCGR3A Mono"
7.84423378328675e-08,1.06736883525005,0.469,0.233,0.00107575822103994,"5","CCDC12","FCGR3A Mono"
7.92513251937903e-08,0.574250160185259,0.265,0.107,0.00108685267370764,"5","TANK","FCGR3A Mono"
8.31872563722409e-08,0.520343083328085,0.463,0.229,0.00114083003388891,"5","SAMHD1","FCGR3A Mono"
8.93984162182228e-08,0.393780946061503,0.543,0.287,0.00122600988001671,"5","FAM49B","FCGR3A Mono"
1.1660663761844e-07,0.596940767562317,0.512,0.267,0.00159914342829929,"5","ATP5EP2","FCGR3A Mono"
1.16641873891483e-07,0.637948781326965,0.636,0.371,0.00159962665854779,"5","LCP1","FCGR3A Mono"
1.22075880761153e-07,0.535457051062907,0.531,0.276,0.00167414862875845,"5","PPP4C","FCGR3A Mono"
1.26357632534401e-07,0.657123968211305,0.525,0.27,0.00173286857257677,"5","PSMD4","FCGR3A Mono"
1.28218276833263e-07,0.526381937095455,0.747,0.43,0.00175838544849136,"5","BST2","FCGR3A Mono"
1.32815933257527e-07,1.28403204390253,0.321,0.141,0.00182143770869372,"5","UBE2B","FCGR3A Mono"
1.73362560012742e-07,0.725014670069915,0.37,0.177,0.00237749414801474,"5","COX6A1P2","FCGR3A Mono"
1.96129047967627e-07,0.519484357590373,0.574,0.323,0.00268971376382804,"5","SEPT9","FCGR3A Mono"
1.99636430160571e-07,0.665563918343749,0.519,0.284,0.00273781400322207,"5","ARF5","FCGR3A Mono"
2.05245883374398e-07,1.33877910146544,0.278,0.122,0.00281474204459649,"5","CYTH4","FCGR3A Mono"
2.0811619201659e-07,0.467827983703651,0.407,0.2,0.00285410545731551,"5","HERPUD1","FCGR3A Mono"
2.14072850021599e-07,0.550996122061522,0.654,0.384,0.0029357950651962,"5","COX7A2","FCGR3A Mono"
2.14905674407699e-07,0.258211223810159,0.988,0.92,0.00294721641882718,"5","PFDN5","FCGR3A Mono"
2.23080594143381e-07,0.536905737217127,0.309,0.137,0.00305932726808232,"5","CHCHD5","FCGR3A Mono"
2.25979071531434e-07,0.417538611150693,0.37,0.169,0.00309907698698208,"5","TXNL1","FCGR3A Mono"
2.28836265326747e-07,0.335512827408167,0.401,0.189,0.003138260542691,"5","CMTM7","FCGR3A Mono"
2.56798178858784e-07,0.426391113204052,0.605,0.332,0.00352173022486936,"5","UQCR10","FCGR3A Mono"
2.57934005907609e-07,0.67095569858224,0.34,0.162,0.00353730695701695,"5","FIBP","FCGR3A Mono"
2.62479621549301e-07,0.481588936780122,0.377,0.179,0.00359964552992711,"5","CLTB","FCGR3A Mono"
2.65759169764137e-07,0.39444518860218,0.92,0.7,0.00364462125414537,"5","CHCHD2","FCGR3A Mono"
2.8145294613069e-07,0.556365138751463,0.259,0.108,0.00385984570323629,"5","ADK","FCGR3A Mono"
2.86752722101118e-07,0.308562324906227,0.253,0.105,0.00393252683089473,"5","GYG1","FCGR3A Mono"
3.03289038036672e-07,0.46895759253845,0.5,0.261,0.00415930586763493,"5","ZNHIT1","FCGR3A Mono"
3.62801299918215e-07,0.524551230414493,0.321,0.148,0.0049754570270784,"5","ADI1","FCGR3A Mono"
3.69538389607574e-07,0.727057455838274,0.265,0.114,0.00506784947507827,"5","PDCL3","FCGR3A Mono"
3.7088506117239e-07,0.516693808161715,0.432,0.218,0.00508631772891816,"5","NDUFS6","FCGR3A Mono"
4.23827676883233e-07,1.27509745781764,0.278,0.122,0.00581237276077666,"5","NDUFB6","FCGR3A Mono"
4.66438162951714e-07,0.64335164067951,0.278,0.123,0.0063967329667198,"5","RP11-347P5.1","FCGR3A Mono"
4.75095715148277e-07,0.636558299716967,0.265,0.113,0.00651546263754347,"5","TADA3","FCGR3A Mono"
4.95725452695352e-07,0.610931258171268,0.296,0.132,0.00679837885826405,"5","PSMC2","FCGR3A Mono"
5.19719999262317e-07,0.667049268326747,0.42,0.215,0.00712744006988341,"5","C1orf43","FCGR3A Mono"
5.66978247916897e-07,0.669844805265376,0.537,0.292,0.00777553969193233,"5","TBCB","FCGR3A Mono"
6.1156440501392e-07,0.539068940190985,0.346,0.168,0.0083869942503609,"5","KDELR2","FCGR3A Mono"
6.20984423318875e-07,0.437879529079509,0.327,0.151,0.00851618038139505,"5","NDUFA7.1","FCGR3A Mono"
6.27638995271216e-07,0.311924995630182,0.37,0.179,0.00860744118114946,"5","MYADM","FCGR3A Mono"
6.63436711905572e-07,1.018343447557,0.346,0.17,0.00909837106707301,"5","ADAR","FCGR3A Mono"
7.18001549806643e-07,0.558582900575074,0.284,0.127,0.00984667325404831,"5","TMC6","FCGR3A Mono"
7.23320993643765e-07,0.38381764520378,0.401,0.193,0.0099196241068306,"5","MT-ND3","FCGR3A Mono"
7.40477914893257e-07,0.967044751531856,0.272,0.12,0.0101549141248461,"5","GLUD1","FCGR3A Mono"
7.40909829506908e-07,0.62316065592375,0.272,0.121,0.0101608374018577,"5","NDUFC1","FCGR3A Mono"
7.79631666484002e-07,0.260593873130737,0.722,0.443,0.0106918686741616,"5","PSMB8","FCGR3A Mono"
8.52040691914103e-07,0.341559574295515,0.438,0.23,0.01168488604891,"5","RASGRP2","FCGR3A Mono"
9.06155677523795e-07,0.450544156135311,0.599,0.355,0.0124270189615613,"5","CRIP1","FCGR3A Mono"
9.52643338623523e-07,0.612020211982843,0.29,0.131,0.013064550745883,"5","PSENEN","FCGR3A Mono"
1.04253557399063e-06,0.683575244342361,0.605,0.348,0.0142973328617076,"5","CALM3","FCGR3A Mono"
1.0933645296419e-06,0.541356930431895,0.346,0.17,0.014994401159509,"5","LRPAP1","FCGR3A Mono"
1.19034506847326e-06,0.653351133944043,0.259,0.114,0.0163243922690423,"5","UBE2E3","FCGR3A Mono"
1.5441182938079e-06,0.312047607535738,0.463,0.233,0.0211760382812815,"5","ANAPC11","FCGR3A Mono"
1.68249472597239e-06,0.262331050998989,0.278,0.126,0.0230737326719853,"5","PRDX3","FCGR3A Mono"
1.83146086782245e-06,0.961507842142815,0.253,0.11,0.0251166543413171,"5","ERCC1","FCGR3A Mono"
1.90088429185861e-06,0.428639583029101,0.364,0.178,0.026068727178549,"5","MYH9","FCGR3A Mono"
2.03933430694542e-06,0.390282966984977,0.265,0.117,0.0279674306854495,"5","SSBP4","FCGR3A Mono"
2.03998370369486e-06,0.555946496992092,0.284,0.132,0.0279763365124713,"5","RHEB","FCGR3A Mono"
2.15815166758102e-06,0.260467719047129,0.469,0.248,0.0295968919692061,"5","LMAN2","FCGR3A Mono"
2.32448537817414e-06,0.312280831761295,0.525,0.271,0.0318779924762802,"5","NDUFB7","FCGR3A Mono"
2.56862878172171e-06,0.652649941400542,0.512,0.298,0.0352261751125315,"5","OSTF1","FCGR3A Mono"
2.59508285917921e-06,0.592564353315987,0.259,0.118,0.0355889663307837,"5","TLN1","FCGR3A Mono"
2.59927733273788e-06,0.451924598887572,0.512,0.286,0.0356464893411673,"5","GNAS","FCGR3A Mono"
2.75606895104773e-06,0.311280854249553,0.605,0.354,0.0377967295946686,"5","BIN2","FCGR3A Mono"
2.77628539632242e-06,0.251654492607894,0.975,0.89,0.0380739779251657,"5","CD52","FCGR3A Mono"
3.08682368598979e-06,0.678616621307135,0.309,0.147,0.042332700029664,"5","COMT","FCGR3A Mono"
3.13420834034599e-06,0.292046529476632,0.321,0.154,0.0429825331795048,"5","PHPT1","FCGR3A Mono"
3.16506583543062e-06,0.323926145034159,0.698,0.447,0.0434057128670955,"5","CD44","FCGR3A Mono"
3.20542600006194e-06,0.452321799543687,0.494,0.268,0.0439592121648494,"5","NDUFV2","FCGR3A Mono"
3.24994431795229e-06,0.73700879106707,0.34,0.166,0.0445697363763977,"5","LSMD1","FCGR3A Mono"
3.25601414393999e-06,0.592098667541053,0.34,0.168,0.044652977969993,"5","SNRPD3","FCGR3A Mono"
3.28166319550831e-06,0.544465256068486,0.284,0.135,0.045004729063201,"5","SQRDL","FCGR3A Mono"
3.56737283445584e-06,0.763627943421899,0.414,0.215,0.0489229510517274,"5","RNF213","FCGR3A Mono"
3.61178161284381e-06,0.534328752052352,0.346,0.171,0.04953197303854,"5","MIEN1","FCGR3A Mono"
3.62106100950951e-06,0.495466230578729,0.531,0.286,0.0496592306844134,"5","SELT","FCGR3A Mono"
3.62402114071573e-06,0.458284509938066,0.315,0.15,0.0496998259237755,"5","CDK2AP2","FCGR3A Mono"
3.6300896447356e-06,0.477764559409377,0.346,0.173,0.049783049387904,"5","TWF2","FCGR3A Mono"
3.64753916464262e-06,0.297639163730129,0.741,0.436,0.0500223521039089,"5","ARF1","FCGR3A Mono"
3.7762560407068e-06,0.353519216973931,0.87,0.695,0.0517875753422531,"5","ZFP36","FCGR3A Mono"
4.06344683228265e-06,0.415628624242287,0.401,0.21,0.0557261098579242,"5","NDUFA12","FCGR3A Mono"
4.15701475506922e-06,0.483679467711951,0.296,0.143,0.0570093003510193,"5","VIMP","FCGR3A Mono"
4.21395318725849e-06,0.703228663827619,0.444,0.242,0.057790154010063,"5","TCF25","FCGR3A Mono"
4.24134370189137e-06,0.418886665365505,0.259,0.117,0.0581657875277383,"5","HTATIP2","FCGR3A Mono"
4.62540865487248e-06,0.522368376264257,0.377,0.198,0.0634328542929212,"5","MKRN1","FCGR3A Mono"
4.72000932412598e-06,0.419423332004847,0.784,0.551,0.0647302078710637,"5","ENO1","FCGR3A Mono"
5.72952861248888e-06,0.41480168991262,0.457,0.251,0.0785747553916725,"5","AMICA1","FCGR3A Mono"
6.0045754435653e-06,0.386661654056205,0.265,0.124,0.0823467476330545,"5","PMAIP1","FCGR3A Mono"
6.15910032402383e-06,0.482595555451481,0.272,0.126,0.0844659018436627,"5","TUBB4B","FCGR3A Mono"
6.42516598232343e-06,0.79825142033544,0.327,0.158,0.0881147262815836,"5","PSMC4","FCGR3A Mono"
6.59893810482902e-06,0.284976546583889,0.309,0.153,0.0904978371696252,"5","CCDC115","FCGR3A Mono"
6.87431611532784e-06,0.534002215124856,0.494,0.28,0.094274371205606,"5","NDUFS7","FCGR3A Mono"
6.90452218820907e-06,0.263155757209245,0.414,0.215,0.0946886172890992,"5","PCMT1","FCGR3A Mono"
6.92658002342691e-06,0.659522470339802,0.321,0.16,0.0949911184412767,"5","RAB2A","FCGR3A Mono"
7.09693143026286e-06,0.280690918931754,0.457,0.245,0.0973273176346248,"5","NDUFA2","FCGR3A Mono"
7.44909642880111e-06,0.394911509897276,0.735,0.462,0.102156908424578,"5","SAP18","FCGR3A Mono"
7.67213806406204e-06,0.401705168287328,0.667,0.407,0.105215701410547,"5","ICAM3","FCGR3A Mono"
7.84542221676619e-06,0.270293856855849,0.358,0.18,0.107592120280732,"5","TMEM9B","FCGR3A Mono"
7.90695279056592e-06,0.529387686716203,0.389,0.206,0.108435950569821,"5","PSMB2","FCGR3A Mono"
8.01247306864889e-06,0.388869095573715,0.327,0.161,0.109883055663451,"5","CAPZA1","FCGR3A Mono"
8.03165677384845e-06,0.402215990106245,0.833,0.547,0.110146140996558,"5","ATP6V0E1","FCGR3A Mono"
